"id","note_id","type","text","sentiment_score","sentiment_category","create_time","ip_location"
"6630bf450000000003036934","6630b80a000000001e01b7f7","comment","都是特别好的提议，还有裤子兜浅的要死，手机都放不下",0.58790123462677,"neutral",1714470725,""
"663201030000000003035129","6630b80a000000001e01b7f7","comment","要是国家能给女生每个月开个一两天生理期假期就好了[哭惹R]不求多一两天就够[失望R]每次来都痛的要命还要上学工作[哭惹R]",0.9866682291030884,"positive",1714553091,""
"66314a2e0000000016038915","6630b80a000000001e01b7f7","comment","体育中考，好多女生会提前去药店买避孕药吃，可以推迟生理期[哭惹R]",0.9944421052932739,"positive",1714506287,""
"6630bfc00000000003037f01","6630b80a000000001e01b7f7","comment","不对啊，厕所的位置是不一样的，女的少一半",0.06208818778395653,"negative",1714470848,""
"66542f1f000000001c017718","6630b80a000000001e01b7f7","comment","牛仔裤那个主要是因为那个拉链那一块做得太长了，短一点也不至于站着都鼓包，我之前就买到一条拉链做得刚好，而且用料也软和的牛仔裤，坐下根本不鼓包",0.9991990327835083,"positive",1716793120,""
"66546802000000001c0179e1","6630b80a000000001e01b7f7","comment","不说别的，就安排两次体育考错开时间，很难吗？",0.7463178038597107,"positive",1716807683,""
"663a43ff00000000030152c0","6630b80a000000001e01b7f7","comment","我们班任说中考体育让我们调整一下生理期🙃",0.798399031162262,"positive",1715094528,""
"663b9dfe0000000009003519","6630b80a000000001e01b7f7","comment","我们的体育老师be like：啊？生理期呀？哎呦喂，你怎么不早说？就不用下来了嘛，教室里又有空调，又有毛毯，干嘛下来受这罪？好了好了，快去坐着休息！不舒服和我说啊，或者你回教室坐着也行。喂！那个混小子搁那叽叽喳喳说什么？去，给人打点热水！",0.9869048595428467,"positive",1715183102,""
"6640b5ec000000000d0301dc","6630b80a000000001e01b7f7","comment","本来生理期是不建议运动的，但是有些专家为了迎合考试的要求，就写生理期可以适量运动[微笑R]",0.9992099404335022,"positive",1715516908,""
"682b644c000000000702ac7c","6630b80a000000001e01b7f7","comment","2.自己去查一下是女厕所多还是男厕所多",0.03474259749054909,"negative",1747674188,"湖北"
"6814d13600000000030367b1","6630b80a000000001e01b7f7","comment","就是爱搞对立憋",0.7076049447059631,"positive",1746194742,"江苏"
"67f3aaf4000000001e011e77","6630b80a000000001e01b7f7","comment","那照你这么说，如果你是一个女兵，然后然后你那个了，然后你就可以不去打仗了吗？",0.13864971697330475,"negative",1744022261,""
"67d01ab00000000017028c4d","6630b80a000000001e01b7f7","comment","（采访征集，酷爱分享的同学）
同学你好，
1、我是一个中医医生和作家，在写《精神规则探秘》，《青少年精神与信仰》两本书，需要采访，有独特见解和体验的同学，包括生活感悟，感知，灵感，奇思妙想，突变和瞬念思维…
2、采访13岁以上同学。
3、青少年的精神诉求，有巨大的未来价值，高于一般社会评价标准。最大的价值是敢于怀疑一切的勇气……
5、精神内训的精神效率，可以带动生活效率，学习效率，生存效率，生命效率的提升，和超自然现象背后的潜质精神规则探讨。
6、这个活动也在寻找，对自己精神诉求有广泛兴趣，和深度追问的群体。
7、采访方式：以语音交流采访为主。",1.0,"positive",1741691568,""
"67b6e0c100000000180362fb","6630b80a000000001e01b7f7","comment","这就是小红书嘛，进来就被一拳打脸上了",0.19153526425361633,"negative",1740038337,""
"67ad1d180000000019000b34","6630b80a000000001e01b7f7","comment","我记得体育考试是可以申请不考的吧，我们就有",0.9179278016090393,"positive",1739398425,""
"67a833740000000019011edf","6630b80a000000001e01b7f7","comment","因为牛仔裤本身就不是为女性设计的，牛仔裤最早被称为工人裤，是美国人在19世纪设计出的。最早是为了满足美国劳动者的需求。而且为什么女性上厕所时间会比男性长呢，国家明确规定女洗手间面积是男洗手间的1.5~2倍，有时候想想自己。第三个我没得说确实有问题。第4点，为什么会造成这样的结果呢？因为男性侵犯女性的新闻太多了，但这也不是一票否决所有司机的原因，但还是以保护自己为重。",0.9999994039535522,"positive",1739076468,""
"67a03f06000000000c0102bf","6630b80a000000001e01b7f7","comment","我看过的所有关于女性安全的全部违规了[笑哭R][弱R]xhs官方你要怎样",0.8827083110809326,"positive",1738555142,""
"6798b901000000001a03ab17","6630b80a000000001e01b7f7","comment","把厕所网络和洗手台镜子给给ban了就行了，有次去商场上厕所进去一群人嗯搁里边化妆刷手机还得催才出来",0.012773082591593266,"negative",1738062081,""
"6795fa1b000000000a036d58","6630b80a000000001e01b7f7","comment","那个鼓包讨厌死了而且呢那个为女性设计的裤子那个兜特别的浅，但是呢，我们学校的校裤那个都特别的深。",0.9979174137115479,"positive",1737882140,""
"67d0b91d000000000f0315e8","67b93a60000000002a00d6fe","comment","我服了笔记怎么火了",0.6045001745223999,"positive",1741732125,""
"67d2971b0000000017029735","67b93a60000000002a00d6fe","comment","请男神吃饭他会嫌弃便宜 请闺蜜吃饭她直接跪下来叫我义母",0.944104790687561,"positive",1741854492,""
"67cfb1b0000000001702a420","67b93a60000000002a00d6fe","comment","使用痕迹较重，鉴定完毕[doge]哎，这年头想买辆新车真难啊，多少姐妹当了冤大头花了新车的钱结果买回来一辆n手翻新的[笑哭R][笑哭R]还是以前好啊，以前的男孩都单纯，说是一手就真的是一手，现在感觉全新一手仅存在于上高中前……姐妹们还是要把握好啊，别被黑心车贩用n手货骗喽[偷笑R]",0.9675540328025818,"positive",1741664689,""
"67d252d8000000000f038e07","67b93a60000000002a00d6fe","comment","身为独女，我从来不敢坐下和母亲喝一杯，因为害怕看见母亲深邃的眼，母亲的眼是女人这辈子最恐惧看到的东西，而母亲的赞扬，是女人这辈子最想听见的称赞
 中式母女，是君臣，是仇人，是情敌，是姐妹，是朋友，是舍友，只有母亲躺在病床上那一刻才是母女",1.0,"positive",1741837017,""
"67dfb0fa000000001f01b936","67b93a60000000002a00d6fe","comment","我是自愿戴喉结罩的呀，多好看多漂亮呀，而且我想去隆喉结，这样以后老婆看到就会被我深深吸引住了。我的兄弟们给我推荐了几家机构，我最近在攒钱，希望年底能用更大一号的喉结罩。当然我主要还是为了取悦我自己的[飞吻R]",0.9622563123703003,"positive",1742713082,""
"67df6155000000001f01aad6","67b93a60000000002a00d6fe","comment","这辈子最难直视的只有两个：一是太阳 而是我母亲的眼睛——当她的眼眶流出泪水 我不敢想象家里究竟是遭遇了怎样的困难 才能让这个坚韧沉稳的女人流泪",0.9999971985816956,"positive",1742692694,""
"67dfd5b2000000001f01ab1a","67b93a60000000002a00d6fe","comment","前两天被外国人语言xsr了发了个帖子结果plq的一些女生都在说我的问题 我不应该回复他的消息[微笑R]",0.0138349374756217,"negative",1742722484,""
"67df9254000000001f00bc9a","67b93a60000000002a00d6fe","comment","前男友是个水灵学生，我打工供他读书，他爸妈生病给他转账，前前后后50多个w。结果他读完之后傍上了一个有钱老头，我这十几年对他真是问心无愧，真心就换不来真心。",0.5783008933067322,"neutral",1742705236,""
"67dfe7f5000000001f01bece","67b93a60000000002a00d6fe","comment","我是男的，我也觉得博主说得没问题啊",0.3095024824142456,"negative",1742727158,""
"67e61769000000001f0190ec","67b93a60000000002a00d6fe","comment","@小红薯C37581D4 妈妈抽我",0.7013684511184692,"positive",1743132521,""
"6830441f000000000b01e316","67b93a60000000002a00d6fe","comment","我挺尊重男性的。
	
我从来没有对酒吧里穿背心的英俊男士吹口哨，也没有在酒桌上听到谁生出一个男孩就安慰没事，反正还可以要二胎。更不会随意揩油擦肩而过的男歌手的纤纤细腰，用女凝的目光上下打量男歌手胸肌和大腿，转身对同伴说一句""真骚""啊。
	
对了，另外小红书上那些不知道靠什么手段年纪轻轻存款很多的漂亮男生，我也从没有去怀疑他们的收入是不是正经渠道。
	
事实上我还挺尊重男性的，我是个双，但我交往过好几个男朋友，我从来没有肢体和言语暴力过他们。也不会对他们说，“乖乖，我喜欢细腿，你的腿要加油""""这套look好御哥，看得我坐不住了，下次穿这个见我""等等之类让男朋友可能会不舒服的言论。",1.0,"positive",1747993632,"辽宁"
"680bee04000000000400a146","67b93a60000000002a00d6fe","comment","plq看得小女子爽哉爽哉[捂脸R]",0.389350563287735,"negative",1745612293,""
"67fcb3bf000000001e019f60","67b93a60000000002a00d6fe","comment","天下为母 老天不母",0.9837489724159241,"positive",1744614336,""
"67eaaa5f000000001f00711f","67b93a60000000002a00d6fe","comment","@kn","","unknown",1743432288,""
"67e69f86000000001f018bd5","67b93a60000000002a00d6fe","comment","@果子","","unknown",1743167367,""
"67e0c72d0000000020010fcc","67b93a60000000002a00d6fe","comment","@鸡鸣三省 你自己来看哈哈哈哈哈哈[笑哭R]",0.9951351881027222,"positive",1742784301,""
"67e0c667000000001e01767c","67b93a60000000002a00d6fe","comment","@Re @momo","","unknown",1742784103,""
"67e0c3d6000000001e03bf0c","67b93a60000000002a00d6fe","comment","@饭吃饭 @Fxiii_ 我受不了了[赞R]",0.6764311194419861,"positive",1742783446,""
"67e0c303000000002001712a","67b93a60000000002a00d6fe","comment","@所信所幸","","unknown",1742783236,""
"6779d06c000000001200f007","67790bc60000000013001d6d","comment","莎莎自己寸头日常装扮不需要具备观赏性，也可以让主持人失去观赏性，让所有人失去观赏性的同时也能好好工作 太棒了",0.9984117746353149,"positive",1736036460,""
"6779c88a000000000e00d6f0","67790bc60000000013001d6d","comment","被爱还是强大 她早就给出了答案",0.9815660119056702,"positive",1736034446,""
"67798eec000000000e00f050","67790bc60000000013001d6d","comment","开会的时候 我说不好意思请不要抽烟 参会的一个多小时没有烟 这样我的羽绒服就不会有烟味 我也不用在大冬天还要回家洗头发[哭惹R]",0.0026742140762507915,"negative",1736019693,""
"678259ac000000002200c9cc","67790bc60000000013001d6d","comment","所以女孩们 不要天天想着怎么把自己搞漂亮 搞漂亮是被观赏者的诉求 要把最大的精力放在如何拥有话语权",0.9997920393943787,"positive",1736595885,""
"6785f73b000000002101b338","67790bc60000000013001d6d","comment","再也不想磕任何cp了，我们颖莎不需要cp",0.03977058082818985,"negative",1736832828,""
"6781f797000000001b01f2ad","67790bc60000000013001d6d","comment","她真的有莎局的气质[赞R]",0.9528130292892456,"positive",1736570775,""
"678626c7000000001b032732","67790bc60000000013001d6d","comment","当女性站上权力的台上",0.8255348205566406,"positive",1736844999,""
"677b446c000000001102fe56","67790bc60000000013001d6d","comment","局里局气，莎局[飞吻R]",0.9406319260597229,"positive",1736131693,""
"677a979a000000001101a132","67790bc60000000013001d6d","comment","她一路走来的经历真的能激励很多女孩子 甚至我认为可以说是所有人不分男女。她从来不盲目跟风也不在乎无关紧要的人的看法 她就是她自己 坚持去做认为对的有意义的事。有一句话是谁谁谁是千千万万个人的缩影 但在孙颖莎这里 你可以说孙颖莎就是孙颖莎 她只坚定的走自己的路。在我心里她的坚韧不拔是给我最大震撼的 甚至超过那一座座奖杯的分量(当然这是我个人的看法哈) 我始终觉得女生们一定要多多吸取这样有力的力量 内核稳定是向上的关键 期盼大家都可以勇敢做自己～",0.999999463558197,"positive",1736087452,""
"681355b3000000000b02cfc9","67790bc60000000013001d6d","comment","莎莎身上的女性第一性像呼吸一样简单",0.9343979954719543,"positive",1746097588,""
"678e0005000000001b031111","67790bc60000000013001d6d","comment","[点赞R]",0.875285267829895,"positive",1737359365,""
"678dc288000000000b00aef7","67790bc60000000013001d6d","comment","@ooluo 爽",0.8636363744735718,"positive",1737343625,""
"678cb902000000002103eab5","67790bc60000000013001d6d","comment","庆奶说了，女权不是磨嘴皮子，得实际行动",0.05433700606226921,"negative",1737275650,""
"67889b3a000000002200ae1a","67790bc60000000013001d6d","comment","@哈密瓜表示不想起床","","unknown",1737005882,""
"67889b31000000002200aa7b","67790bc60000000013001d6d","comment","太棒了莎莎[赞R][赞R]@哈密瓜表示不想起床",0.998343288898468,"positive",1737005874,""
"6786465f000000002200dc31","67790bc60000000013001d6d","comment","@祐栗","","unknown",1736853088,""
"678350d4000000001b02e9db","67790bc60000000013001d6d","comment","@17號獨角獸 @______.Chiou @多喝开水",0.5,"neutral",1736659156,""
"641914a3000000001402d380","641299fc000000000703a014","comment","我爸从小跟我说，女生就该洗衣服做家务，女生就要做饭，早上起来要扫地，要洗衣服，要做家务。以后你不会出去被你婆婆打死。觉得男的在家里做饭没出息。你是女的你就要做，你不能学开车，女的开车不行。后来我找了会做饭做家务的老公，两个人一起承担家庭，我也在学车[萌萌哒R]",0.9939914345741272,"positive",1679365283,""
"64190e3b000000001603cd14","641299fc000000000703a014","comment","咋没人喷那男的，我在现场我得和他辩论起来",0.0051357317715883255,"negative",1679363643,""
"641963b00000000019031953","641299fc000000000703a014","comment","男性是他的生理，关我们女性互助自爱什么事啊？[石化R]他好奇怪",0.8364220261573792,"positive",1679385520,""
"64bf4779000000001801f324","641299fc000000000703a014","comment","我们要求男女平等但不是女权主义啊！！！",0.12716957926750183,"negative",1690257273,""
"64c11b2e000000002c03ed78","641299fc000000000703a014","comment","[皱眉R]男的真的很爱找存在感，真的没有人在意你的想法",0.9373359084129333,"positive",1690377006,""
"64d86a56000000002c02d512","641299fc000000000703a014","comment","+3🤓",0.5,"neutral",1691904598,""
"64bfc35d000000002c03b155","641299fc000000000703a014","comment","说女权＝男女对立的男的，不恰好证明了他们占便宜了吗？？？平等就意味撼动他们地位了，那不恰好证明不平等吗？",0.5736273527145386,"neutral",1690288989,""
"65a39dee000000000202007f","641299fc000000000703a014","comment","作者早晚得润 这个流量不是这么好吃的互联网你想不留痕迹？早晚清算",0.06071021407842636,"negative",1705221614,""
"64c11719000000000e00671c","641299fc000000000703a014","comment","说搞对立的难道不是因为他们自己害怕没发再用所谓的应该来pua女性了吗，自己占不到便宜了呗[汗颜R]",0.019244642928242683,"negative",1690375961,""
"651ae1f5000000001c029578","641299fc000000000703a014","comment","父母都跟我说，我就应该做家务",0.9591518640518188,"positive",1696260597,""
"68383f15000000001c02bfd9","641299fc000000000703a014","comment","中华上下五千年",0.9518163204193115,"positive",1748516630,"陕西"
"68371122000000000702b51b","641299fc000000000703a014","comment","一定要加油[偷笑R][偷笑R]",0.8619024157524109,"positive",1748439330,"海南"
"683389a8000000000903b2d0","641299fc000000000703a014","comment","母狗大集合",0.9347005486488342,"positive",1748208040,"广东"
"681161d8000000000400ed1b","641299fc000000000703a014","comment","经典战吼起手",0.7203859090805054,"positive",1745969625,""
"680ab46c000000001f02af9b","641299fc000000000703a014","comment","要不要听一下我这个学政治学的呀[害羞R]男女对立，婆媳对立，父母与孩子对立，地域对立（地域黑），南北方对立，这些问题都是西方打舆论战的一环，美国也在研究我们，发现我们特别团结，而分裂团结的最好方式就是让我们内部人民的民族感情慢慢瓦解破裂[偷笑R]",0.9999997019767761,"positive",1745532012,""
"680ab46800000000200120aa","641299fc000000000703a014","comment","要不要听一下我这个学政治学的呀[害羞R]男女对立，婆媳对立，父母与孩子对立，地域对立（地域黑），南北方对立，这些问题都是西方打舆论战的一环，美国也在研究我们，发现我们特别团结，而分裂团结的最好方式就是让我们内部人民的民族感情慢慢瓦解破裂[偷笑R]",0.9999997019767761,"positive",1745532008,""
"680ab463000000002001208a","641299fc000000000703a014","comment","要不要听一下我这个学政治学的呀[害羞R]男女对立，婆媳对立，父母与孩子对立，地域对立（地域黑），南北方对立，这些问题都是西方打舆论战的一环，美国也在研究我们，发现我们特别团结，而分裂团结的最好方式就是让我们内部人民的民族感情慢慢瓦解破裂[偷笑R]",0.9999997019767761,"positive",1745532004,""
"680ab45f000000001f02af20","641299fc000000000703a014","comment","要不要听一下我这个学政治学的呀[害羞R]男女对立，婆媳对立，父母与孩子对立，地域对立（地域黑），南北方对立，这些问题都是西方打舆论战的一环，美国也在研究我们，发现我们特别团结，而分裂团结的最好方式就是让我们内部人民的民族感情慢慢瓦解破裂[偷笑R]",0.9999997019767761,"positive",1745531999,""
"680999a00000000020015fc1","641299fc000000000703a014","comment","哈哈哈哈。",0.8684210777282715,"positive",1745459617,""
"68016cab000000001f01a490","641299fc000000000703a014","comment","觉醒本身是一场对立",0.9317708611488342,"positive",1744923820,""
"66f0d1ba000000000d01e104","66ee4af50000000012010e10","comment","中午吃什么？",0.3667619824409485,"negative",1727058363,""
"66ee54ae000000000f006cbd","66ee4af50000000012010e10","comment","一人来一句“女性安全”保你见到自推+成绩上升+变得有钱+越来越白，越来越漂亮+变成自己想要的体重+全家寿比南山 平平安安+健健康康+自担永远不塌+心想事成，顺风顺水+自己喜欢的漫画小说都有好结局 自己喜欢的动漫官配永远不散 抽周边一下抽到自推 抽二次元周边一抽抽到高卡位隐藏款+没有人虐猫虐狗+宠物永远不走丢",0.999555230140686,"positive",1726895279,""
"66ee7f760000000002006e65","66ee4af50000000012010e10","comment","一个评论区不宜出现太多相同评论会被当成水军[失望R]不如我们来说说大家都在干什么？[喝奶茶R]",0.10620704293251038,"negative",1726906231,""
"66ee893d000000000f0070be","66ee4af50000000012010e10","comment","今天撕掉的 [捂脸R]",0.00958208553493023,"negative",1726908735,""
"66eecbc40000000024008fa7","66ee4af50000000012010e10","comment","每次看到游戏里的这些女性角色的动作我都不理解为什么要凹这些造型，还有那么多人喜欢这种样子，我的意思是为什么不能让她好好的站在那边，非要摆一些比较涩情的动作[石化R]",0.9501920342445374,"positive",1726925766,""
"6701997d000000002403709c","66ee4af50000000012010e10","comment","又开始了",0.5262327790260315,"neutral",1728158084,""
"6701723c0000000020024c61","66ee4af50000000012010e10","comment","是懂引流带货的[doge]",0.4445103704929352,"neutral",1728148028,""
"670211430000000024005241","66ee4af50000000012010e10","comment","关注女性安全是没错，但是这视频在表达什么[石化R]像游戏，椰汁广告之类的不就是展现女性美吗，这怎么又要抵制了，提倡大方展露身体的是你们，又看不得展现女性美的，这是双标吗",0.9999982118606567,"positive",1728188739,""
"67022a05000000002a02a59b","66ee4af50000000012010e10","comment","主页破案[笑哭R]卖货的",0.7672750949859619,"positive",1728195077,""
"6702417a000000002a02b2e8","66ee4af50000000012010e10","comment","一个视频引流，一百个视频带货，又不是你学男主小说穿搭的时候了[笑哭R]",0.86461341381073,"positive",1728201082,""
"6824b5c6000000000b016603","66ee4af50000000012010e10","comment","女人？
    她，给你花钱
    它，索取你
     不要浪费时间于它",0.020704232156276703,"negative",1747236295,"广西"
"6810eb5b000000000401c714","66ee4af50000000012010e10","comment","尊重女性就像内裤，每个人都穿在里面。要是谁突然带在头上，那就有上国道捡钱[飞吻R]",0.39983895421028137,"negative",1745939292,""
"6810ba33000000001200bccf","66ee4af50000000012010e10","comment","就是说有没有人跟我一样，很反感把美女画或写成被受欺负的那一个，她明明拥有着很高的智商与样貌，但是没有很高的人权，那些长得很磕碜，或者，自身问题不足的人欺负，真的很恶心，还有有一些，动漫或者漫画会拿女性当背景板，拿女性的器官开玩笑，我从小就特别反感这种，一般如果我在看动漫或者看小说时遇见的这种都是直接不看。因为我觉得真的很恶心[哭惹R][哭惹R][哭惹R]",0.9997507929801941,"positive",1745926708,""
"680ce7a10000000012009fd5","66ee4af50000000012010e10","comment","其实游戏分男性向和女性向啊[笑哭R]",0.9607006907463074,"positive",1745676193,""
"6809e0e9000000000401e40d","66ee4af50000000012010e10","comment","还是那句话，你在这儿发视频没有用啊，有种你把他们会损失的钱都补了，你看谁还这么做？[笑哭R]",0.7871643304824829,"positive",1745477865,""
"6801cafa0000000012011d48","66ee4af50000000012010e10","comment","陈年老广了，女生自己做自己就行了，没人会拦着你们，解放之后都是平等的，现在已经不封建了，没必要这么敏感，我是男生，我尊重你们，但是希望你们不要太敏感[偷笑R]",0.5550767183303833,"neutral",1744947962,""
"67ecc4b00000000012003b9a","66ee4af50000000012010e10","comment","本来什么都不懂，被你教会了，老师再见。",0.8302929997444153,"positive",1743570096,""
"67ce8275000000001801fe6a","66ee4af50000000012010e10","comment","来个姐妹看看我的帖子！限流了！但我真的要帮助！",0.4856080412864685,"neutral",1741587061,""
"67b5c18100000000190076c1","66ee4af50000000012010e10","comment","《老鼠爬上屋顶后，嘲笑一砖一瓦》",0.03745667263865471,"negative",1739964801,""
"6838a8180000000008024b63","68382eb1000000001101c6d2","comment","08年可以写，而我本科想写女性职场骚扰却被说太敏感给我毙了[微笑R]",0.8443644046783447,"positive",1748543512,"浙江"
"68387e9f000000000b0178ca","68382eb1000000001101c6d2","comment","以前写论文的时候翻到一篇04年谈生育趋势的博士论文，和现在一模一样，这个前瞻性完全比不上[捂脸R] 那作者是真牛啊",0.8446488976478577,"positive",1748532896,"广东"
"68386a460000000009016b0d","68382eb1000000001101c6d2","comment","之前还看到复旦大学硕士的论文 讨论的是为什么女性喜欢耽美 我发现或多或少说中了我的心理[吧唧R]真的很有意思[萌萌哒R]",0.9999976754188538,"positive",1748527687,"云南"
"683af839000000000802495f","68382eb1000000001101c6d2","comment","@momo","","unknown",1748695098,"河南"
"68383bef0000000003037375","68382eb1000000001101c6d2","comment","真的，有的博士论文真的好有前瞻性",0.974703311920166,"positive",1748515824,"浙江"
"68387f6b000000001c02c372","68382eb1000000001101c6d2","comment","《加害人的品格证据可以采纳，受害人的品格证据予以排除》👍🏻直到现在很多xsr事件评论区都没能做到",0.12024683505296707,"negative",1748533099,"浙江"
"683926c6000000001c0322f4","68382eb1000000001101c6d2","comment","之前刷到一篇婚内性同意的论文，居然是04年写的",0.06902909278869629,"negative",1748575942,"黑龙江"
"683ad644000000001c017cc2","68382eb1000000001101c6d2","comment","只要不用看自己专业的论文，每一篇都很精彩[捂脸R][凋谢R]不过…我现在竟然还能刷到柏教授相关！555死去的回忆又出来了",0.9904482364654541,"positive",1748686405,"广东"
"683ab5d9000000000a036053","68382eb1000000001101c6d2","comment","@懒羊羊羊 @dal. @Karenina @小红薯5F2287EF @小青龙 @。 @🍯 @67 @农夫三拳有点疼",0.4737672209739685,"neutral",1748678106,"云南"
"683a853f000000001c014293","68382eb1000000001101c6d2","comment","居然还能用类比。",0.23682212829589844,"negative",1748665664,"日本"
"683a1687000000000b02c75b","68382eb1000000001101c6d2","comment","鱿鱼还是图少了[偷笑R]",0.4218745827674866,"neutral",1748637319,"广东"
"6839a486000000000900ce6e","68382eb1000000001101c6d2","comment","@Monica 现在这个题目分分钟被毙",0.6001184582710266,"positive",1748608135,"上海"
"68385b9a000000001c031612","68382eb1000000001101c6d2","comment","但是标亮的那段话是引用阿，所以还要再追溯到脚注的05年",0.9819626212120056,"positive",1748523930,"北京"
"683987f1000000000b02ef50","68382eb1000000001101c6d2","comment","@Big膽吠喵喵","","unknown",1748600817,"中国台湾"
"6838fe76000000000a034bf3","68382eb1000000001101c6d2","comment","这是哪个app的宝宝！！！我要去读！！！！！",0.18747131526470184,"negative",1748565623,"内蒙古"
"68386ba1000000001c031b2d","68382eb1000000001101c6d2","comment","“大学不仅是社会上最高级别和最完整组织形式，也是人类先锋。”一马林诺夫斯基《自由与文明》，，柏教授只是小说人物吧(？)",1.0,"positive",1748528033,"江苏"
"6839141b000000001c01c3fb","68382eb1000000001101c6d2","comment","天哪怪不得能刷到，原来是柏教授[坏笑R]",0.8620617985725403,"positive",1748571164,"浙江"
"683984a6000000000a035a87","68382eb1000000001101c6d2","comment","@巧克力脑袋 🐮",0.5,"neutral",1748599975,"安徽"
"683923ba000000000303754d","68382eb1000000001101c6d2","comment","但是这样po不太好吧，李银河写的成伯教授写的了（顺便问一下伯教授是女的还是男的呀，不然女冠男戴了（无恶意",0.8464891910552979,"positive",1748575163,"吉林"
"68394400000000000a036f21","68382eb1000000001101c6d2","comment","但是很可悲的是 相关实践一直跟💩一样",0.9955889582633972,"positive",1748583425,"湖南"
"683b9a98000000000303783b","683ab58f000000002301cbda","comment","这个ip更是稀缺",0.5219307541847229,"neutral",1748736664,"湖南"
"683b9a96000000000d015168","683ab58f000000002301cbda","comment","因为你是女儿",0.7866184711456299,"positive",1748736663,"河北"
"683b9a04000000001c01425c","683ab58f000000002301cbda","comment","@枫桥耶伯 wtf[微笑R]",0.7205915451049805,"positive",1748736517,"澳大利亚"
"683b9970000000001c02edc0","683ab58f000000002301cbda","comment","我爸也这么想，但是他不会说出来[笑哭R]同山东ip",0.9253557324409485,"positive",1748736368,"北京"
"683b98f70000000008027c83","683ab58f000000002301cbda","comment","玄幻片",0.5818300843238831,"neutral",1748736248,"浙江"
"683b9817000000000b02fa33","683ab58f000000002301cbda","comment","@一念清心","","unknown",1748736024,"湖南"
"683b97bd0000000009038445","683ab58f000000002301cbda","comment","这个爸爸的含金量1000%[叹气R]",0.9899874329566956,"positive",1748735934,"安徽"
"683b9558000000001c02c173","683ab58f000000002301cbda","comment","@抹茶味的雪花酥  我靠[皱眉R]惊喜活化石",0.8678569793701172,"positive",1748735321,"山东"
"683b9476000000000b014350","683ab58f000000002301cbda","comment","这属于真正认知程度高的",0.84259033203125,"positive",1748735095,"上海"
"683b945d0000000007034044","683ab58f000000002301cbda","comment","我爸也是觉得我开心就好，对于我结不结婚没要求。他甚至会主动找来《出走的决心》看，然后骂主角的老公哈哈哈哈哈",0.9843738079071045,"positive",1748735069,"澳大利亚"
"683b93f7000000000b02c0a9","683ab58f000000002301cbda","comment","科幻片。@晶舍",0.7675012946128845,"positive",1748734968,"广东"
"683b929b00000000070353e5","683ab58f000000002301cbda","comment","我爸也是，突然有一天劝我不一定要结婚[石化R]在朋友圈问候每一个一有事就怪女人的中年账号[石化R]咱们俩甚至同ip……………",0.05839715525507927,"negative",1748734620,"山东"
"683b928b000000000a034e84","683ab58f000000002301cbda","comment","@Koala @快点放假放假放假 [石化R][石化R][石化R]好稀有的爸爸",0.2930380702018738,"negative",1748734604,"英国"
"683b9265000000000303686f","683ab58f000000002301cbda","comment","太牛了",0.44021859765052795,"neutral",1748734566,"河南"
"683b9255000000000a034858","683ab58f000000002301cbda","comment","惊喜爸爸",0.9886497855186462,"positive",1748734550,"福建"
