"note_id","title","liked_count","note_declared_comment_count","actual_comment_count"
"6810cd740000000021004c27","分享一个永远不受伤的心法！",0,0,20
"67af33a5000000002903cd94","女生DIY指南：勇敢面对自己的💖需求",0,0,20
"67485aa90000000007034044","农村底层女性的前半生",0,0,20
"680f9f5f000000002100bc86","聪明女孩儿，藏好你的进取心‼️",0,0,20
"65ba0f3f000000000702828e","一个女人身上最硬的地方!",0,0,20
"678b1985000000001900743d","作为女性不要妞妞捏捏",0,0,20
"681c7e38000000000303e851","不❗️这是我们对自己身体的掌控权",0,0,20
"67bc527e000000002803760d","终于有人敢用这个镜头（女凝视角）",0,0,20
"6759a2e0000000000603950b","一个国家真正的文明程度",1194,181,19
"6683a22f000000001c024892","这一刻女性主义博主存在的意义开始明了",0,0,19
"66ebfaa0000000001e018027","原来英雌不是最近才出现的说法！",0,0,19
"680b4714000000001d003361","当一个用来形容女性的词被套在男性身上令大部分人无法接受时 就说明这个词是有问题的#女性社会地位[话题]# #girlstalk[话题]#",0,0,19
"67f273ca000000001202c3f2","当女性意识彻底觉醒，我真是太娘了！！！",0,0,19
"66ee4af50000000012010e10","我不可以沉默，因为差的就是千千万万个我",0,0,19
"64eeb77c000000001e03cfcc","纽约街头的女孩们如何轻松做到“凸点自由”？",0,0,19
"662e29a80000000001007e56","我们女生该如何面对校园性骚扰⁉️",0,0,19
"67ef76d4000000000f0301e8","真正的平等是弱者也能被尊重",0,0,19
"682acf8d00000000220299fd","17年前叶童发表的女性主义文章，太敏锐了",0,0,19
"682d9a7e000000001101ef04","女孩们，全文背诵！！",0,0,19
"66a74311000000002701df1a","建议所有女性都要拼命往上走",0,0,19
"66a253ae000000000a0251e1","女本位拍照：爽！",0,0,19
"67e4140f000000000603e7bd","当10后开始讨论女性价值‼️",0,0,19
"6618eca5000000001b009b20","女孩子对不同人群的态度",0,0,19
"67b93a60000000002a00d6fe","我不是大女子主义者我很尊重男性的",0,0,19
"62a34531000000000102e2ca","《男性可以为支持女权主义做到的35件实事》",0,0,19
"6835a40e000000000f039ed0","拒绝代孕",0,0,19
"668be63d0000000025003d72","拒绝女性词语污名化",0,0,19
"67a0a02f000000002a003355","拒绝偏见 女性不应被污名定义",0,0,19
"682c7c75000000002100209d","女性向运镜基本可以扎根摄影行业了…",0,0,19
"66713163000000001c022dcd","裤子上的🩸不是初潮，那是被侵犯的眼泪",0,0,19
"683470b0000000002301f2a5","当你是女权妈妈养大的自然女宝",0,0,19
"66515ef50000000016011786","我生来赤裸",0,0,19
"6829943200000000220058d1","讨厌市面上所有糊弄女性的糖水内容",0,0,19
"681774b50000000023015eec","一种女性向的氛围……",0,0,19
"680a2fb4000000000f032236","自己去做 做完爽死",0,0,19
"67190ac2000000001b03cb66","高中做的第一件勇敢的事情",7607,233,18
"66fbce1a000000001a020ec9","姐妹们能看到这条吗？",0,0,18
"676a5838000000001300d1c6","进去之后久久不能平静",0,0,18
"669b9599000000002501586f","女生独居必看‼️一定要注意这些细节‼️",0,0,18
"65436bb1000000001f004348","什么是真正的女性主义❓上野千鹤子访谈❗️",0,0,18
"67de310a0000000009015f00","牛津辩论赛：资本主义女权的虚伪性",0,0,18
"682c707d000000002300f8f7","当你是女权妈妈养大的自然女宝",0,0,18
"67aec4d6000000001701f064","官方发声：什么“处女作”，老娘要“开刃”",0,0,18
"67e7c545000000000f039578","当女权博主逛超市：改变从卫生巾货架开始",0,0,18
"666abe9200000000060066e0","国民才女武亦姝清华毕业，现在如何",0,0,18
"67ee8a19000000001c01eba3","deepseek，我们可以不生孩子吗？",0,0,18
"67ff5084000000001b027567","这才是属于我们女性的“三从四德”",0,0,18
"66eeef8d000000000c018fba","女性分得清什么是欣赏什么是凝视",0,0,18
"682c3b3a0000000012003a0a","00后女生被害第68天",0,0,18
"67531dbb000000000201ae54","真正的“女性主义”",0,0,18
"683a27bb000000002101b75c","#关爱女性安全[话题]# #女性支持女性[话题]# #拒绝女性污名化[话题]# #尊重女性保护女性[话题]# #正视女性困境[话题]# #为女权发声[话题]# #真正的女权主义[话题]# #反对一切暴力[话题]# #尊重女性就是尊重自己[话题]# #女性拒绝被客体化[话题]#",0,0,17
"66e409460000000025033fed","拒绝物化污化女性❌请勇敢为自己发声！！",0,0,17
"680a07b2000000000703512e","女权meme1 男权是如何规训女性内化焦虑和",0,0,17
"64096e7d0000000011013ae5","我就不信了🤨",0,0,17
"67939bc9000000001800ed0b","每当我想放弃时，那些支撑着我的女性榜样们",0,0,17
"67e36b61000000001201e725","颠覆认知！女性才是战场最优解",0,0,17
"67472624000000000202fa06","只要我想做 我的执行力就是百分百",0,0,17
"682c8734000000000303bc0a","不参与任何一场对女性的围剿",0,0,17
"683b3d9700000000220353ee","“男人越血肉丰满，女人越白骨森森”",0,0,17
"67c5a164000000002903e98d","“她没有在等待王子，她自己化作了一把利剑”
#我的日常[话题]# #女性她力量[话题]# #当代女性力量[话题]# #女性[话题]# #女性成长[话题]# #劳动女性[话题]# #女性意识崛起[话题]# #女性上坡路[话题]# #不被定义的女性[话题]# #大学生[话题]#",0,0,17
"67790bc60000000013001d6d","女权本权",0,0,17
"680629ed000000001200f3b0","真的很喜欢这句话！",0,0,17
"681588da0000000007036c24","女性被允许读书才不到百年，而女性爆发的可能是多么的惊人！#女性力量[话题]# #女性智慧[话题]# #知识的力量[话题]# #女性成长[话题]# #中国女性力量[话题]# #人物故事[话题]# #历史见证者[话题]# #科学家[话题]# #女性劳动者[话题]# #妇女从来都不是贬义词[话题]# #女性是一种处境[话题]# #新的女性力量的崛起[话题]# #女性脚下的世界[话题]# #性别不是边界偏见才是[话题]# #文化身份认同[话题]#",0,0,16
"6782545d0000000018012a07","为什么一些女孩子那么有脑子",0,0,16
"6817234d00000000120025df","女性独立则天地皆宽",0,0,16
"67bdccde00000000090155e0","当你只做一个“花瓶”，他们才会给你鼓掌👏",0,0,16
"63ddb762000000001b004df0","女性意识的觉醒",0,0,16
"6815ed970000000020029dff","当女权博主看《女人世界》，90岁老奶教我做人…",0,0,16
"67fba64d000000001202c192","女性有哪些独特的大脑优势？",0,0,15
"66f8cbfd000000001902e88a","我要比任何人都更爱我自己",0,0,15
"6807461d000000001c01d8bd","女孩子是世界上最美好的~",0,0,15
"68123e56000000002100d8d1","女性奔跑了一百年，和五千年的男性并肩了",0,0,15
"6825be3b00000000200298eb","到底什么才是正确的女性主义？#女性成长[话题]# #girlstalk[话题]# #做不被定义的女性[话题]# #女性智慧[话题]#",0,0,15
"680c59f9000000000b02c35f","妇女“能”顶半边天？妇女就“是”半边天！",0,0,15
"683ae457000000000303f11d","#尊重女性就是尊重自己[话题]# #女性不被束缚[话题]# #拒绝女性污名化[话题]# #正视女性困境[话题]# #女性拒绝被客体化[话题]# #撕掉关于女性的那些标签[话题]# #女生记得保护好自己[话题]# #女孩子要好好保护自己[话题]# #人生的意义[话题]# #生活美学[话题]# #快乐瞬间[话题]# #每天都有值得记录的瞬间[话题]# #性取向自由[话题]# #我的生活碎片[话题]# #为女性发声[话题]# #尊重女性保护女性[话题]# #守护女性安全感[话题]# #女性不该被定义[话题]# ",0,0,14
"66c4a6a1000000001d014e15","祝所有女性都做飞鸟",0,0,14
"6811852f000000002100d63b","社会上的性别对立归根结底就是一个原因",0,0,14
"670659d5000000002c02fc01","去年的女权是粉色🩷今年的是绿色💚",0,0,14
"6833e77900000000220290ee","看懂醍了醐灌顶",0,0,14
"679a5936000000001800485a","为什么说2024是中国女性崛起元年？",0,0,14
"674d358b000000000202c8a3","“大雨向下，女性向上”【非洲之花】",0,0,14
"67d64726000000001b03f6a8","女性独立则天地皆宽",0,0,13
"67074422000000002c014421","女性权利从来不是被赋予的",0,0,13
"6822ffb6000000002100bbf6","女权主义者 或许才是这个社会真正的亚文化",0,0,13
"67efb904000000001e004caf","女性有无限可能—《老娘与海》",0,0,13
"6617cb0d000000001a017749","是的我是一个坚定的女权主义者",0,0,13
"68064a0a000000001c02cc6b","女性力量、女性崛起",0,0,13
"67d97a78000000001b0393ff","当我们谈起女性主义时，在讲述些什么？",0,0,12
"675d99db000000000102a57f","好像很少看到女权主义宣传这个",0,0,10
"6756e9b80000000002034ebd","太好了，是女权kitty",0,0,10
"66daed20000000002603e246","女性独立则天地皆宽，这是信仰，不是鸡汤",0,0,10
"6738660c00000000190148db","女性主义不应该成为一种“时尚单品”❗️",0,0,9
"6831e82f000000000303f3c2","关于女性主义的简洁解释",0,0,9
"66daa7170000000027006fac","如果你觉得刺耳只是因为太久没有听见声音",0,0,8
"67756c14000000000800c65e","关于女权基本分类—科普向",0,0,7
"65604c3700000000320387bd","七十年前就崇尚女权和自由的女人现在怎么样",0,6,5
"65bc61dc000000000c0040be","成为一名女性主义者，不需要小心翼翼",0,8,3
"66d474ab000000001d0173b0","社会存在的七种女权主义",0,3,3
"67b44e44000000002a003534","当我们谈论女性主义时，我们在谈论什么",0,2,1
"64fae79a000000001e021de3","90年代的广告: Women with Cigarettes",0,2,0
