id,timestamp,user_id,text,platform
post_000040,2025-05-14 11:57:42,user_915,服务态度超级好，非常满意！,抖音
post_000041,2025-05-05 23:20:42,user_431,客服态度很差，问题一直没解决,微博
post_000042,2025-05-15 03:44:42,user_752,发货速度正常，产品符合预期,抖音
post_000043,2025-05-07 01:47:42,user_882,售后服务太差了，不会再买了,知乎
post_000044,2025-05-23 18:23:42,user_901,产品和描述完全不符，很失望,知乎
post_000045,2025-05-01 22:30:42,user_164,发货太慢了，等了好久才收到,抖音
post_000046,2025-05-29 12:21:42,user_110,整体还可以，没有特别惊喜,小红书
post_000047,2025-05-19 15:39:42,user_589,质量太差了，完全不值这个价格,微博
post_000048,2025-05-20 13:41:42,user_884,发货速度很快，很满意这次购物体验,微信
post_000049,2025-05-14 18:23:42,user_621,客服回复及时，产品质量一般,小红书
post_000050,2025-05-08 03:27:42,user_148,包装还可以，产品一般般,知乎
post_000051,2025-05-29 04:57:42,user_295,收到货了，还没来得及试用,微信
post_000052,2025-05-05 03:08:42,user_839,发货太慢了，等了好久才收到,微博
post_000053,2025-05-22 18:04:42,user_216,包装还可以，产品一般般,微信
post_000054,2025-05-29 12:53:42,user_849,整体还可以，没有特别惊喜,抖音
post_000055,2025-05-10 09:25:42,user_26,客服很耐心，解决问题很及时,微信
post_000056,2025-05-21 22:51:42,user_143,客服很耐心，解决问题很及时,知乎
post_000057,2025-05-26 14:44:42,user_555,这个产品真的很棒！强烈推荐给大家,微信
post_000058,2025-05-01 08:08:42,user_353,包装还可以，产品一般般,微博
post_000059,2025-05-05 08:01:42,user_490,整体还可以，没有特别惊喜,抖音
post_000060,2025-05-14 15:40:42,user_92,整体还可以，没有特别惊喜,抖音
post_000061,2025-05-11 12:31:42,user_178,这个产品真的很棒！强烈推荐给大家,小红书
post_000062,2025-05-09 13:28:42,user_722,发货速度很快，很满意这次购物体验,微信
post_000063,2025-05-07 22:19:42,user_987,整体还可以，没有特别惊喜,小红书
post_000064,2025-05-14 10:19:42,user_525,这个产品真的很棒！强烈推荐给大家,小红书
post_000065,2025-05-05 02:00:42,user_685,包装还可以，产品一般般,微信
post_000066,2025-05-27 12:03:42,user_930,售后服务太差了，不会再买了,微信
post_000067,2025-05-19 16:23:42,user_875,发货太慢了，等了好久才收到,微博
post_000068,2025-05-30 04:38:42,user_122,质量很不错，物超所值,知乎
post_000069,2025-05-04 15:57:42,user_971,客服回复及时，产品质量一般,抖音
post_000070,2025-05-26 08:32:42,user_579,包装还可以，产品一般般,小红书
post_000071,2025-05-21 06:58:42,user_666,产品和描述完全不符，很失望,小红书
post_000072,2025-05-20 08:32:42,user_88,产品和描述完全不符，很失望,小红书
post_000073,2025-05-07 06:46:42,user_700,包装精美，产品质量很好,小红书
post_000074,2025-05-06 03:50:42,user_313,整体还可以，没有特别惊喜,小红书
post_000075,2025-05-23 09:59:42,user_254,整体还可以，没有特别惊喜,微信
post_000076,2025-05-20 19:03:42,user_756,这个产品真的很棒！强烈推荐给大家,微信
post_000077,2025-05-03 17:55:42,user_5,包装精美，产品质量很好,微博
post_000078,2025-05-09 22:14:42,user_423,质量很不错，物超所值,微博
post_000079,2025-05-20 02:36:42,user_695,收到货了，还没来得及试用,微信
post_000080,2025-05-05 17:36:42,user_411,包装还可以，产品一般般,小红书
post_000081,2025-05-12 12:43:42,user_174,这个产品真的很棒！强烈推荐给大家,微信
post_000082,2025-05-15 02:08:42,user_892,质量很不错，物超所值,知乎
post_000083,2025-05-21 13:53:42,user_269,整体还可以，没有特别惊喜,抖音
post_000084,2025-05-21 09:34:42,user_823,客服态度很差，问题一直没解决,微博
post_000085,2025-05-24 03:43:42,user_848,产品和描述完全不符，很失望,微博
post_000086,2025-05-02 10:31:42,user_529,整体还可以，没有特别惊喜,知乎
post_000087,2025-05-24 19:52:42,user_378,价格适中，质量还行,微博
post_000088,2025-05-22 07:13:42,user_91,这个产品真的很棒！强烈推荐给大家,知乎
post_000089,2025-05-22 02:38:42,user_972,客服回复及时，产品质量一般,微信
post_000090,2025-05-02 08:33:42,user_488,包装还可以，产品一般般,抖音
post_000091,2025-05-16 06:36:42,user_756,价格适中，质量还行,抖音
post_000092,2025-05-01 16:27:42,user_22,收到货了，还没来得及试用,微信
post_000093,2025-05-03 18:58:42,user_232,包装精美，产品质量很好,知乎
post_000094,2025-05-07 19:08:42,user_442,整体还可以，没有特别惊喜,小红书
post_000095,2025-05-26 02:19:42,user_784,发货太慢了，等了好久才收到,微博
post_000096,2025-05-17 18:42:42,user_690,客服很耐心，解决问题很及时,知乎
post_000097,2025-05-25 07:54:42,user_274,服务态度超级好，非常满意！,微信
post_000098,2025-05-04 04:06:42,user_827,客服很耐心，解决问题很及时,知乎
post_000099,2025-05-18 07:13:42,user_670,包装破损，产品也有问题,微信
post_000100,2025-05-09 05:59:42,user_580,包装精美，产品质量很好,微信
post_000101,2025-05-15 11:15:42,user_291,服务态度超级好，非常满意！,小红书
post_000102,2025-05-24 04:12:42,user_794,价格适中，质量还行,小红书
post_000103,2025-05-24 02:25:42,user_736,包装还可以，产品一般般,小红书
post_000104,2025-05-10 14:52:42,user_491,发货速度很快，很满意这次购物体验,知乎
post_000105,2025-05-29 22:26:42,user_111,产品和描述完全不符，很失望,抖音
post_000106,2025-05-11 05:01:42,user_990,售后服务太差了，不会再买了,微信
post_000107,2025-05-23 14:19:42,user_798,包装还可以，产品一般般,微信
post_000108,2025-05-19 02:51:42,user_390,服务态度超级好，非常满意！,知乎
post_000109,2025-05-06 15:19:42,user_490,发货太慢了，等了好久才收到,小红书
post_000110,2025-05-26 00:51:42,user_962,客服态度很差，问题一直没解决,知乎
post_000111,2025-05-13 20:27:42,user_143,这个产品真的很棒！强烈推荐给大家,微信
post_000112,2025-05-01 13:27:42,user_783,发货太慢了，等了好久才收到,微信
post_000113,2025-05-04 20:47:42,user_470,这个产品真的很棒！强烈推荐给大家,抖音
post_000114,2025-05-30 17:07:42,user_203,产品和描述完全不符，很失望,小红书
post_000115,2025-05-26 14:50:42,user_198,包装破损，产品也有问题,知乎
post_000116,2025-05-17 07:06:42,user_50,质量太差了，完全不值这个价格,抖音
post_000117,2025-05-28 15:26:42,user_90,客服回复及时，产品质量一般,知乎
post_000118,2025-05-01 02:48:42,user_711,客服态度很差，问题一直没解决,微信
post_000119,2025-05-16 09:48:42,user_89,服务态度超级好，非常满意！,小红书
post_000120,2025-05-25 21:02:42,user_508,服务态度超级好，非常满意！,抖音
post_000121,2025-05-26 08:38:42,user_754,服务态度超级好，非常满意！,抖音
post_000122,2025-05-22 15:40:42,user_848,这个产品真的很棒！强烈推荐给大家,微信
post_000123,2025-05-04 12:38:42,user_637,客服态度很差，问题一直没解决,微博
post_000124,2025-05-12 23:41:42,user_44,价格适中，质量还行,微信
post_000125,2025-05-23 12:46:42,user_567,包装还可以，产品一般般,微信
post_000126,2025-05-26 16:25:42,user_779,质量很不错，物超所值,知乎
post_000127,2025-05-07 01:19:42,user_912,包装精美，产品质量很好,小红书
post_000128,2025-05-25 05:06:42,user_882,包装破损，产品也有问题,知乎
post_000129,2025-05-18 06:02:42,user_36,售后服务太差了，不会再买了,微博
post_000130,2025-05-01 18:14:42,user_99,售后服务太差了，不会再买了,小红书
post_000131,2025-05-28 22:19:42,user_165,包装破损，产品也有问题,微信
post_000132,2025-05-25 06:05:42,user_548,客服回复及时，产品质量一般,抖音
post_000133,2025-05-08 05:05:42,user_707,包装破损，产品也有问题,小红书
post_000134,2025-05-14 01:09:42,user_717,服务态度超级好，非常满意！,微博
post_000135,2025-05-03 21:50:42,user_864,发货速度很快，很满意这次购物体验,微博
post_000136,2025-05-11 21:39:42,user_163,收到货了，还没来得及试用,微博
post_000137,2025-05-13 12:02:42,user_513,客服很耐心，解决问题很及时,微博
post_000138,2025-05-16 01:15:42,user_456,质量很不错，物超所值,小红书
post_000139,2025-05-18 18:40:42,user_506,发货速度正常，产品符合预期,微信
post_000140,2025-05-27 14:49:42,user_507,服务态度超级好，非常满意！,微博
post_000141,2025-05-15 04:01:42,user_284,这个产品真的很棒！强烈推荐给大家,抖音
post_000142,2025-05-05 09:23:42,user_723,价格适中，质量还行,微博
post_000143,2025-05-30 13:49:42,user_80,质量太差了，完全不值这个价格,微信
post_000144,2025-05-05 12:51:42,user_161,发货速度正常，产品符合预期,知乎
post_000145,2025-05-22 00:21:42,user_965,价格适中，质量还行,小红书
post_000146,2025-05-22 16:53:42,user_610,服务态度超级好，非常满意！,抖音
post_000147,2025-05-05 03:07:42,user_868,整体还可以，没有特别惊喜,知乎
post_000148,2025-05-04 00:58:42,user_732,服务态度超级好，非常满意！,知乎
post_000149,2025-05-24 16:03:42,user_523,质量很不错，物超所值,微博
post_000150,2025-05-07 04:12:42,user_971,发货太慢了，等了好久才收到,知乎
post_000151,2025-05-26 10:45:42,user_354,质量太差了，完全不值这个价格,抖音
post_000152,2025-05-26 01:55:42,user_76,收到货了，还没来得及试用,抖音
post_000153,2025-05-02 15:42:42,user_549,售后服务太差了，不会再买了,微博
post_000154,2025-05-24 00:59:42,user_667,质量太差了，完全不值这个价格,微信
post_000155,2025-05-15 11:33:42,user_970,这个产品真的很棒！强烈推荐给大家,知乎
post_000156,2025-05-05 16:09:42,user_251,客服回复及时，产品质量一般,小红书
post_000157,2025-05-29 19:51:42,user_159,客服回复及时，产品质量一般,微博
post_000158,2025-05-25 21:07:42,user_127,质量太差了，完全不值这个价格,微博
post_000159,2025-05-20 22:56:42,user_361,包装精美，产品质量很好,小红书
post_000160,2025-05-12 07:08:42,user_876,发货速度正常，产品符合预期,小红书
post_000161,2025-05-18 15:55:42,user_622,价格适中，质量还行,抖音
post_000162,2025-05-23 09:46:42,user_587,售后服务太差了，不会再买了,知乎
post_000163,2025-05-21 17:45:42,user_875,产品和描述完全不符，很失望,知乎
post_000164,2025-05-18 23:51:42,user_613,服务态度超级好，非常满意！,微博
post_000165,2025-05-06 08:24:42,user_836,售后服务太差了，不会再买了,小红书
post_000166,2025-05-12 17:26:42,user_64,价格适中，质量还行,知乎
post_000167,2025-05-19 21:29:42,user_367,收到货了，还没来得及试用,微博
post_000168,2025-05-17 14:04:42,user_835,质量很不错，物超所值,小红书
post_000169,2025-05-27 16:19:42,user_627,整体还可以，没有特别惊喜,知乎
post_000170,2025-05-12 16:35:42,user_574,收到货了，还没来得及试用,微信
post_000171,2025-05-02 05:59:42,user_101,客服很耐心，解决问题很及时,微博
post_000172,2025-05-10 03:58:42,user_457,质量很不错，物超所值,微信
post_000173,2025-05-25 10:46:42,user_739,质量太差了，完全不值这个价格,抖音
post_000174,2025-05-09 09:36:42,user_456,价格适中，质量还行,微博
post_000175,2025-05-07 20:33:42,user_609,服务态度超级好，非常满意！,微博
post_000176,2025-05-13 14:01:42,user_294,客服态度很差，问题一直没解决,微博
post_000177,2025-05-09 07:18:42,user_622,这个产品真的很棒！强烈推荐给大家,知乎
post_000178,2025-05-05 17:51:42,user_850,包装还可以，产品一般般,微信
post_000179,2025-05-21 06:54:42,user_922,服务态度超级好，非常满意！,小红书
post_000180,2025-05-27 07:34:42,user_158,产品和描述完全不符，很失望,知乎
post_000181,2025-05-12 19:44:42,user_833,服务态度超级好，非常满意！,抖音
post_000182,2025-05-03 06:45:42,user_127,整体还可以，没有特别惊喜,微博
post_000183,2025-05-22 02:17:42,user_10,客服回复及时，产品质量一般,微信
post_000184,2025-05-17 04:45:42,user_234,包装还可以，产品一般般,抖音
post_000185,2025-05-11 22:36:42,user_241,产品和描述完全不符，很失望,知乎
post_000186,2025-05-23 06:25:42,user_973,收到货了，还没来得及试用,知乎
post_000187,2025-05-24 02:04:42,user_224,包装精美，产品质量很好,知乎
post_000188,2025-05-08 10:30:42,user_162,服务态度超级好，非常满意！,抖音
post_000189,2025-05-25 18:40:42,user_708,发货速度很快，很满意这次购物体验,微博
post_000190,2025-05-02 05:05:42,user_327,质量很不错，物超所值,微博
post_000191,2025-05-05 17:42:42,user_508,质量太差了，完全不值这个价格,小红书
post_000192,2025-05-15 12:48:42,user_251,质量很不错，物超所值,微信
post_000193,2025-05-11 07:06:42,user_378,售后服务太差了，不会再买了,抖音
post_000194,2025-05-31 00:58:42,user_99,收到货了，还没来得及试用,知乎
post_000195,2025-05-27 02:03:42,user_726,客服回复及时，产品质量一般,抖音
post_000196,2025-05-26 08:33:42,user_421,整体还可以，没有特别惊喜,小红书
post_000197,2025-05-01 11:21:42,user_122,服务态度超级好，非常满意！,知乎
post_000198,2025-05-21 03:46:42,user_251,发货速度正常，产品符合预期,小红书
post_000199,2025-05-01 04:29:42,user_592,客服回复及时，产品质量一般,小红书
post_000200,2025-05-10 21:41:42,user_892,质量太差了，完全不值这个价格,抖音
post_000201,2025-05-24 09:59:42,user_119,这个产品真的很棒！强烈推荐给大家,知乎
post_000202,2025-05-11 22:32:42,user_343,发货速度正常，产品符合预期,知乎
post_000203,2025-05-13 21:40:42,user_812,客服回复及时，产品质量一般,小红书
post_000204,2025-05-11 15:16:42,user_967,价格适中，质量还行,微信
post_000205,2025-05-03 20:39:42,user_176,客服态度很差，问题一直没解决,微信
post_000206,2025-05-04 10:39:42,user_864,这个产品真的很棒！强烈推荐给大家,微信
post_000207,2025-05-13 05:23:42,user_926,售后服务太差了，不会再买了,微博
post_000208,2025-05-29 04:30:42,user_750,服务态度超级好，非常满意！,抖音
post_000209,2025-05-25 00:47:42,user_600,包装精美，产品质量很好,知乎
post_000210,2025-05-23 08:11:42,user_268,客服回复及时，产品质量一般,微博
post_000211,2025-05-27 15:46:42,user_669,发货速度正常，产品符合预期,微博
post_000212,2025-05-03 23:20:42,user_555,客服态度很差，问题一直没解决,小红书
post_000213,2025-05-05 18:24:42,user_712,发货速度正常，产品符合预期,知乎
post_000214,2025-05-18 14:23:42,user_190,价格适中，质量还行,微博
post_000215,2025-05-27 19:12:42,user_671,包装精美，产品质量很好,小红书
post_000216,2025-05-28 04:05:42,user_161,产品和描述完全不符，很失望,小红书
post_000217,2025-05-21 05:46:42,user_131,包装精美，产品质量很好,抖音
post_000218,2025-05-05 16:35:42,user_164,发货太慢了，等了好久才收到,微信
post_000219,2025-05-15 05:09:42,user_261,整体还可以，没有特别惊喜,小红书
post_000220,2025-05-12 00:27:42,user_598,质量太差了，完全不值这个价格,微信
post_000221,2025-05-21 17:45:42,user_984,包装精美，产品质量很好,知乎
post_000222,2025-05-10 16:11:42,user_798,发货太慢了，等了好久才收到,小红书
post_000223,2025-05-26 22:30:42,user_763,服务态度超级好，非常满意！,抖音
post_000224,2025-05-07 13:25:42,user_791,服务态度超级好，非常满意！,抖音
post_000225,2025-05-12 10:32:42,user_104,发货太慢了，等了好久才收到,微信
post_000226,2025-05-10 18:15:42,user_370,整体还可以，没有特别惊喜,小红书
post_000227,2025-05-12 21:13:42,user_426,这个产品真的很棒！强烈推荐给大家,知乎
post_000228,2025-05-24 10:02:42,user_420,服务态度超级好，非常满意！,微信
post_000229,2025-05-30 21:55:42,user_389,质量太差了，完全不值这个价格,微信
post_000230,2025-05-09 00:35:42,user_939,产品和描述完全不符，很失望,知乎
post_000231,2025-05-18 14:06:42,user_904,产品和描述完全不符，很失望,抖音
post_000232,2025-05-11 18:03:42,user_677,客服态度很差，问题一直没解决,抖音
post_000233,2025-05-25 23:05:42,user_315,质量很不错，物超所值,知乎
post_000234,2025-05-23 02:46:42,user_272,整体还可以，没有特别惊喜,知乎
post_000235,2025-05-28 19:29:42,user_710,整体还可以，没有特别惊喜,知乎
post_000236,2025-05-15 18:06:42,user_108,发货速度很快，很满意这次购物体验,知乎
post_000237,2025-05-20 07:06:42,user_752,质量很不错，物超所值,微博
post_000238,2025-05-11 18:40:42,user_113,质量很不错，物超所值,抖音
post_000239,2025-05-06 04:26:42,user_800,包装精美，产品质量很好,小红书
post_000240,2025-05-15 10:31:42,user_803,客服很耐心，解决问题很及时,抖音
post_000241,2025-05-26 10:29:42,user_402,质量太差了，完全不值这个价格,微博
post_000242,2025-05-05 11:55:42,user_416,收到货了，还没来得及试用,知乎
post_000243,2025-05-06 04:41:42,user_351,价格适中，质量还行,微信
post_000244,2025-05-06 00:33:42,user_479,这个产品真的很棒！强烈推荐给大家,抖音
post_000245,2025-05-09 15:22:42,user_388,客服很耐心，解决问题很及时,知乎
post_000246,2025-05-07 17:29:42,user_84,价格适中，质量还行,知乎
post_000247,2025-05-07 14:35:42,user_548,整体还可以，没有特别惊喜,知乎
post_000248,2025-05-24 04:09:42,user_405,客服态度很差，问题一直没解决,微博
post_000249,2025-05-15 08:00:42,user_597,包装破损，产品也有问题,微信
post_000250,2025-05-15 23:48:42,user_769,收到货了，还没来得及试用,抖音
post_000251,2025-05-17 14:12:42,user_669,这个产品真的很棒！强烈推荐给大家,知乎
post_000252,2025-05-13 01:45:42,user_664,质量很不错，物超所值,知乎
post_000253,2025-05-16 13:43:42,user_15,产品和描述完全不符，很失望,微信
post_000254,2025-05-21 05:07:42,user_968,发货速度很快，很满意这次购物体验,小红书
post_000255,2025-05-19 12:51:42,user_287,售后服务太差了，不会再买了,微博
post_000256,2025-05-02 02:34:42,user_978,产品和描述完全不符，很失望,微博
post_000257,2025-05-01 11:53:42,user_380,包装精美，产品质量很好,微博
post_000258,2025-05-30 23:42:42,user_88,包装破损，产品也有问题,微信
post_000259,2025-05-20 15:48:42,user_385,发货速度很快，很满意这次购物体验,微博
post_000260,2025-05-26 08:46:42,user_647,这个产品真的很棒！强烈推荐给大家,抖音
post_000261,2025-05-17 21:22:42,user_453,包装精美，产品质量很好,微信
post_000262,2025-05-29 12:32:42,user_493,包装破损，产品也有问题,微博
post_000263,2025-05-17 11:58:42,user_904,质量太差了，完全不值这个价格,知乎
post_000264,2025-05-30 07:54:42,user_772,客服回复及时，产品质量一般,微博
post_000265,2025-05-11 17:57:42,user_676,价格适中，质量还行,知乎
post_000266,2025-05-23 08:25:42,user_213,整体还可以，没有特别惊喜,小红书
post_000267,2025-05-05 21:53:42,user_580,产品和描述完全不符，很失望,抖音
post_000268,2025-05-08 03:00:42,user_940,售后服务太差了，不会再买了,微博
post_000269,2025-05-14 06:16:42,user_91,发货速度正常，产品符合预期,微博
post_000270,2025-05-31 07:51:42,user_553,质量太差了，完全不值这个价格,抖音
post_000271,2025-05-30 03:00:42,user_471,包装还可以，产品一般般,微博
post_000272,2025-05-07 03:50:42,user_1,产品和描述完全不符，很失望,小红书
post_000273,2025-05-18 14:26:42,user_668,客服回复及时，产品质量一般,知乎
post_000274,2025-05-24 07:33:42,user_926,发货速度正常，产品符合预期,小红书
post_000275,2025-05-21 13:23:42,user_528,服务态度超级好，非常满意！,抖音
post_000276,2025-05-19 06:55:42,user_642,收到货了，还没来得及试用,微信
post_000277,2025-05-09 08:25:42,user_717,包装破损，产品也有问题,微博
post_000278,2025-05-15 00:40:42,user_628,整体还可以，没有特别惊喜,微信
post_000279,2025-05-12 07:23:42,user_946,质量太差了，完全不值这个价格,小红书
post_000280,2025-05-30 17:50:42,user_258,服务态度超级好，非常满意！,微博
post_000281,2025-05-13 00:13:42,user_582,发货速度很快，很满意这次购物体验,知乎
post_000282,2025-05-04 12:19:42,user_73,质量太差了，完全不值这个价格,小红书
post_000283,2025-05-18 03:01:42,user_10,售后服务太差了，不会再买了,抖音
post_000284,2025-05-23 23:53:42,user_673,服务态度超级好，非常满意！,微信
post_000285,2025-05-26 09:48:42,user_307,客服很耐心，解决问题很及时,微信
post_000286,2025-05-27 08:01:42,user_7,产品和描述完全不符，很失望,知乎
post_000287,2025-05-03 09:43:42,user_669,包装精美，产品质量很好,微博
post_000288,2025-05-02 15:39:42,user_807,质量很不错，物超所值,微博
post_000289,2025-05-08 10:23:42,user_295,包装精美，产品质量很好,微信
post_000290,2025-05-07 10:30:42,user_574,客服回复及时，产品质量一般,抖音
post_000291,2025-05-17 18:14:42,user_864,这个产品真的很棒！强烈推荐给大家,小红书
post_000292,2025-05-11 01:25:42,user_556,发货太慢了，等了好久才收到,微信
post_000293,2025-05-19 18:32:42,user_458,发货速度很快，很满意这次购物体验,知乎
post_000294,2025-05-14 20:28:42,user_673,这个产品真的很棒！强烈推荐给大家,小红书
post_000295,2025-05-25 07:20:42,user_652,售后服务太差了，不会再买了,小红书
post_000296,2025-05-28 01:08:42,user_672,整体还可以，没有特别惊喜,小红书
post_000297,2025-05-22 02:52:42,user_3,服务态度超级好，非常满意！,抖音
post_000298,2025-05-07 16:50:42,user_315,包装精美，产品质量很好,知乎
post_000299,2025-05-02 18:36:42,user_758,发货太慢了，等了好久才收到,微信
post_000300,2025-05-29 19:43:42,user_849,客服很耐心，解决问题很及时,知乎
post_000301,2025-05-07 16:30:42,user_352,质量很不错，物超所值,微信
post_000302,2025-05-22 10:03:42,user_859,客服回复及时，产品质量一般,小红书
post_000303,2025-05-23 21:43:42,user_404,包装破损，产品也有问题,微博
post_000304,2025-05-12 04:47:42,user_88,价格适中，质量还行,微博
post_000305,2025-05-17 12:13:42,user_708,质量太差了，完全不值这个价格,微信
post_000306,2025-05-18 16:53:42,user_217,客服态度很差，问题一直没解决,微博
post_000307,2025-05-01 12:28:42,user_939,包装精美，产品质量很好,抖音
post_000308,2025-05-07 12:59:42,user_624,发货太慢了，等了好久才收到,抖音
post_000309,2025-05-20 21:55:42,user_674,包装精美，产品质量很好,抖音
post_000310,2025-05-25 07:50:42,user_228,客服很耐心，解决问题很及时,小红书
post_000311,2025-05-03 15:15:42,user_795,包装精美，产品质量很好,微博
post_000312,2025-05-06 00:22:42,user_67,包装精美，产品质量很好,小红书
post_000313,2025-05-26 21:15:42,user_86,包装破损，产品也有问题,小红书
post_000314,2025-05-26 15:50:42,user_509,包装精美，产品质量很好,知乎
post_000315,2025-05-03 01:23:42,user_468,价格适中，质量还行,知乎
post_000316,2025-05-16 23:45:42,user_716,包装精美，产品质量很好,抖音
post_000317,2025-05-31 06:10:42,user_874,发货速度很快，很满意这次购物体验,抖音
post_000318,2025-05-20 12:23:42,user_73,售后服务太差了，不会再买了,抖音
post_000319,2025-05-30 22:27:42,user_797,价格适中，质量还行,知乎
post_000320,2025-05-11 03:56:42,user_237,服务态度超级好，非常满意！,微信
post_000321,2025-05-07 10:21:42,user_934,质量很不错，物超所值,小红书
post_000322,2025-05-24 14:21:42,user_298,价格适中，质量还行,抖音
post_000323,2025-05-20 12:34:42,user_617,发货太慢了，等了好久才收到,小红书
post_000324,2025-05-20 10:49:42,user_509,服务态度超级好，非常满意！,小红书
post_000325,2025-05-13 15:44:42,user_451,发货速度正常，产品符合预期,微博
post_000326,2025-05-15 18:11:42,user_310,客服态度很差，问题一直没解决,知乎
post_000327,2025-05-03 18:08:42,user_355,收到货了，还没来得及试用,微信
post_000328,2025-05-16 06:18:42,user_340,客服态度很差，问题一直没解决,小红书
post_000329,2025-05-22 03:00:42,user_434,包装破损，产品也有问题,小红书
post_000330,2025-05-10 10:57:42,user_245,质量太差了，完全不值这个价格,知乎
post_000331,2025-05-15 03:35:42,user_521,客服很耐心，解决问题很及时,微信
post_000332,2025-05-14 00:31:42,user_878,发货速度很快，很满意这次购物体验,知乎
post_000333,2025-05-06 21:41:42,user_320,包装还可以，产品一般般,小红书
post_000334,2025-05-04 16:24:42,user_848,包装精美，产品质量很好,小红书
post_000335,2025-05-23 00:37:42,user_579,服务态度超级好，非常满意！,微信
post_000336,2025-05-23 03:00:42,user_686,质量太差了，完全不值这个价格,微博
post_000337,2025-05-28 11:05:42,user_461,整体还可以，没有特别惊喜,微信
post_000338,2025-05-20 08:29:42,user_148,客服回复及时，产品质量一般,小红书
post_000339,2025-05-12 17:19:42,user_392,发货太慢了，等了好久才收到,微信
post_000340,2025-05-19 01:43:42,user_110,包装还可以，产品一般般,知乎
post_000341,2025-05-07 17:02:42,user_781,发货速度很快，很满意这次购物体验,微信
post_000342,2025-05-19 13:23:42,user_688,包装还可以，产品一般般,微博
post_000343,2025-05-21 18:05:42,user_487,包装还可以，产品一般般,抖音
post_000344,2025-05-07 00:33:42,user_785,客服回复及时，产品质量一般,抖音
post_000345,2025-05-15 06:00:42,user_420,包装精美，产品质量很好,微信
post_000346,2025-05-08 10:22:42,user_858,包装精美，产品质量很好,微博
post_000347,2025-05-11 03:55:42,user_556,包装还可以，产品一般般,微博
post_000348,2025-05-14 15:32:42,user_613,发货太慢了，等了好久才收到,微博
post_000349,2025-05-28 16:11:42,user_468,收到货了，还没来得及试用,微信
post_000350,2025-05-11 04:12:42,user_948,收到货了，还没来得及试用,微信
post_000351,2025-05-28 21:21:42,user_774,发货速度很快，很满意这次购物体验,小红书
